s_min,100.0
s_max,2000
num_s,7
d,2
lamda,1
num_cores,50
num_trials,100
factor,0.5
scaling,log-scale-factor-0.5
T,100.0,200.0,400.0,800.0,1600.0,3200.0,6400.0
0,inf,inf,inf,536.2207591080568,956.6009584960018,1828.7676899760615,3568.837288024407
1,inf,inf,inf,534.9154160361763,949.5794894625118,1829.4661134123683,3559.9508922172745
2,inf,inf,inf,543.697059247798,957.4238786341859,1836.807638716992,3569.590853479771
3,inf,inf,inf,533.9490495473774,966.5989624311566,1826.4169407723796,3562.2142502154825
4,inf,inf,inf,533.5686746248314,971.7593917871428,1842.0604947557679,3578.5400149563807
5,inf,inf,inf,567.3806657055245,974.5643832244918,1843.2099824176373,3568.8333448169274
6,inf,inf,inf,543.6157545782013,inf,1845.6190896362557,3563.3934609367293
7,inf,inf,inf,531.0355855400369,958.0129119180755,1826.3869897332297,3583.8625766319587
8,inf,inf,inf,526.5550071756736,979.0116728840921,1821.2306576409771,3579.9638179171675
9,inf,inf,inf,518.2593970868742,954.6733635455137,1844.231074927823,3562.100117037667
10,inf,inf,397.80299325252327,561.4077453705595,985.38149348844,1846.7122700673,3567.1595930298045
11,inf,inf,inf,525.6860115151017,952.388429667435,1841.880315510941,3566.2512114551755
12,inf,inf,inf,549.676241228621,972.2622243370516,1837.2907085309191,3572.539096901202
13,inf,inf,inf,563.056897682429,964.7503235738678,1835.6774476035841,3573.2833481577936
14,inf,inf,inf,526.629341140346,951.0465463666361,1852.0864632326245,3566.9278213948046
15,inf,inf,inf,549.122759327053,951.6238533559992,1836.5167164586924,3566.1136447437916
16,inf,inf,inf,575.7640606246778,958.8295732322931,1833.7192189113246,3560.0829658029647
17,inf,inf,inf,538.0190809701186,inf,1830.8342821550455,3577.758846293589
18,inf,inf,inf,516.2278177770883,972.119101934611,1846.0064308041901,3571.1289843439163
19,inf,inf,inf,547.0616276261792,947.2854627487814,1842.9242340129301,3573.00950689935
20,inf,inf,inf,inf,976.6389564705322,1841.58866352778,3578.889296113136
21,inf,inf,inf,550.1635322297217,973.3429882263785,1848.0799883826185,3579.434480279182
22,inf,inf,inf,509.68182084645116,970.6521597786945,1842.1636672540708,3573.9977622266247
23,inf,inf,inf,526.4097644546841,956.3087219832046,1838.8605400669235,3574.970946734466
24,inf,inf,inf,540.7463019815863,959.8271349069845,1847.5481108407496,3564.8648091830164
25,inf,inf,inf,512.6898890056265,969.0430395719553,1832.0532382779904,3561.617528807348
26,inf,inf,inf,inf,977.0078018255563,1835.7424861464663,3576.1341412165157
27,inf,inf,inf,inf,985.413820647453,1834.3617869340712,inf
28,inf,inf,inf,521.2717565715539,978.670688162809,1864.2631039469268,3558.8064510990434
29,inf,inf,inf,574.4685328633578,981.9373278693195,1841.9849273017362,3561.7495462120937
30,inf,inf,inf,542.9767765770323,967.9841058302693,1843.1146795187187,3578.034670092266
31,inf,inf,inf,inf,977.592636923243,1837.5261696538748,3574.1498680328664
32,inf,inf,inf,inf,959.7815888151968,1843.8413702081837,3561.1341023318005
33,inf,inf,inf,inf,967.1756869803987,1856.6632548421314,3570.611681745133
34,inf,inf,inf,inf,972.8900447751665,1844.5254967765552,3580.680044406477
35,inf,inf,inf,570.4830513634322,981.6086691437616,1842.7932131671282,3588.8087157654218
36,inf,inf,inf,525.4795573502379,965.702026450655,1846.2855329071504,3553.5592649641735
37,inf,inf,inf,559.7030316128514,958.4009493390166,1841.2505482982008,3565.55555594792
38,inf,inf,inf,530.3294992928037,970.3554284349207,1834.0939166120124,3564.526778957296
39,inf,inf,inf,528.4219546961666,981.1597925665986,1838.067836249144,3574.5600190370455
40,inf,inf,inf,533.0324499884882,959.44594090539,1830.5333430602539,3573.7387801159425
41,inf,inf,inf,513.2602323116166,inf,1831.3935214642981,3584.9347327592704
42,inf,inf,inf,inf,958.4634391656316,1842.5792348926113,3569.5337414581527
43,inf,inf,inf,549.1843255513834,982.0707767929106,1824.3704162507752,3552.4229003318205
44,inf,inf,inf,504.8740321684042,961.9922977746488,1838.5258859553776,3564.289829758
45,inf,inf,inf,526.0402687264669,965.1878839447768,1841.4021448393955,3577.4353424546216
46,inf,inf,inf,533.4339805538424,979.0903545806142,1831.6184543035092,3577.576883734713
47,inf,inf,inf,519.3707465631778,960.6050377478585,1846.426410451703,3573.594802337288
48,inf,inf,inf,549.5739206679582,974.997013771422,1847.0586782842206,3575.901591437197
49,inf,inf,inf,538.0584444550649,959.6420028756647,1836.8925237587807,3567.387654591755
50,inf,inf,inf,561.4124500601928,963.0248261482175,1833.41527857108,3574.7287961561265
51,inf,inf,inf,inf,958.5920039274811,1836.3671748332326,3570.5866077372025
52,inf,inf,inf,525.9156379496939,979.0695662390633,1832.6325598174287,3566.357502560064
53,inf,inf,inf,529.2085627488741,958.682239661449,1833.4425591599902,3568.9549811645275
54,inf,inf,inf,567.3942307882145,952.9007088812975,1834.870336920837,3574.9467977884633
55,inf,inf,inf,508.9904557634505,966.5442027078149,1830.1448363392526,3579.2624688612045
56,inf,inf,inf,521.6773355078814,981.9102399357685,1835.2990300725812,3564.4461664678956
57,inf,inf,inf,523.5431862303224,inf,1832.1409443475438,3577.2299534346525
58,inf,inf,inf,595.3683897764269,974.9287917270265,1844.1683759581065,3574.4367057971285
59,inf,inf,inf,523.6400518003442,962.7586641081999,1847.3982529175114,3581.5237836215642
60,inf,inf,inf,inf,962.3747693399858,1837.5352559979406,3563.822146005104
61,inf,inf,inf,508.4609349741061,956.2032886149769,1838.9680569217655,3560.93097798493
62,inf,inf,inf,505.74454023800786,982.6966655655089,1830.1746985872483,3574.3589014381687
63,inf,inf,inf,inf,963.4671239901605,1840.967333863778,3569.8052488947174
64,inf,inf,inf,inf,969.7353631070663,1843.8286500123722,3582.0983620926604
65,inf,inf,inf,inf,962.4179925369359,1843.5247741630699,3570.2606573980624
66,inf,inf,inf,549.7114674703173,981.1690687276395,1819.7208021601489,3563.5652336824414
